"","X","club_name","city","wikipedia_url","location","gruendung","plaetze","mitglieder","plaetze_clean","mitglieder_clean","gruendung_clean","gruendung_day","gruendung_month","gruendung_year","gruendung_date_str","gruendung_date","club_age","WKR_NR","LAND_NR","LAND_NAME","WKR_NAME","wahlkreis_name","valid_votes","vote_cdu_2017","vote_csu_2017","vote_spd_2017","vote_linke_2017","vote_afd_2017","perc_cdu_2017","perc_spd_2017","perc_linke_2017","perc_afd_2017","OBJID","BEGINN","GF","NUTS_LEVEL","NUTS_CODE","NUTS_NAME","unemployment_rate","gdp_per_capita","geometry"
"40",40,"Hertha BSC","Berlin","https://de.wikipedia.org/wiki/Hertha%20BSC","Hertha BSC , Berlin","25. Juli 1892","74.475","59.217 (Stand: 25. Mai 2025)[1]",74475,59217,"25. Juli 1892","25","07","1892","1892-07-25",1892-07-25,126,75,"11","Berlin","Berlin-Mitte","Berlin-Mitte",98753,17095,0,18354,22109,9001,17.3108665053214,18.5857644831043,22.3881806122346,9.11465980780331,"DEBKGNU5000000BH",2021-10-04,9,2,"DE30","Berlin",9.45,39300,c(797247.211289146, 5826818.05044834)
"41",41,"Holstein Kiel","Kiel","https://de.wikipedia.org/wiki/Holstein%20Kiel","Holstein Kiel , Kiel","7. Oktober 1900 (KFV von 1900)2. Mai 1902 (FC Holstein Kiel)7. Juni 1917 (Fusion zur KSV Holstein)","15.034 Plätze[2]","11.565 (Stand: 14. Juli 2025)[1]",15034,11565,"7. Oktober 1900","7","10","1900","1900-10-7",1900-10-07,118,5,"01","Schleswig-Holstein","Kiel","Kiel",111358,28234,0,27593,11919,8477,25.3542628279962,24.778641857792,10.7033172291169,7.61238527990804,"DEBKGNU5000000C6",2021-10-04,9,2,"DEF0","Schleswig-Holstein",4.475,32100,c(574319.095243215, 6020895.34153846)
"42",42,"KFC Uerdingen 05","Uerdingen","https://de.wikipedia.org/wiki/KFC%20Uerdingen%2005","KFC Uerdingen 05 , Uerdingen","17. November 1905","derzeit 10.900","1.044 (Stand: 31. Dezember 2021)[1]",10900,1044,"17. November 1905","17","11","1905","1905-11-17",1905-11-17,113,110,"05","Nordrhein-Westfalen","Krefeld I – Neuss II","Krefeld I  Neuss II",108274,36236,0,24852,7604,9415,33.466944972939,22.9528788074699,7.02292332415908,8.69553170659623,"DEBKGNU5000000BT",2021-10-04,9,2,"DEA1","Düsseldorf",5.175,40400,c(336349.841298338, 5692077.65607983)
"43",43,"KSV Hessen Kassel","Kassel","https://de.wikipedia.org/wiki/KSV%20Hessen%20Kassel","KSV Hessen Kassel , Kassel","3. Februar 1998 (Neugründung)23. November 1947 (Erstgründung)","18.737[2]",NA,18737,1360,"3. Februar 1998","3","02","1998","1998-02-3",1998-02-03,20,168,"06","Hessen","Kassel","Kassel",119733,28565,0,34081,14149,13865,23.8572490457936,28.4641661029123,11.8171264396616,11.5799320154009,"DEBKGNU5000000BN",2021-10-04,9,2,"DE73","Kassel",3.66666666666667,35900,c(533798.260757066, 5682797.28206929)
"44",44,"Karlsruher SC","Karlsruhe","https://de.wikipedia.org/wiki/Karlsruher%20SC","Karlsruher SC , Karlsruhe","6. Juni 1894 als Karlsruher FC Phönix16. Oktober 1952 Fusion mit VfB Mühlburg zum KSC[1]","32.190 Plätze","20.000 (Stand: 1. Juli 2025)[2]",32190,20000,"6. Juni 1894 als Karlsruher FC Phönix16. Oktober 1952 Fusion mit VfB Mühlburg zum KSC[1]","6","06","1894","1894-06-6",1894-06-06,124,271,"08","Baden-Württemberg","Karlsruhe-Stadt","Karlsruhe-Stadt",108478,28402,0,18898,11218,12681,26.1822673721861,17.421043898302,10.3412673537491,11.6899279116503,"DEBKGNU5000000B7",2021-10-04,9,2,"DE12","Karlsruhe",3.85,43500,c(457034.649499599, 5429803.61159282)
"45",45,"Kickers Offenbach","Offenbach","https://de.wikipedia.org/wiki/Kickers%20Offenbach","Kickers Offenbach , Offenbach","27. Mai 1901","20.500","2845 (Stand: 1. August 2021)[1]",20500,2845,"27. Mai 1901","27","05","1901","1901-05-27",1901-05-27,117,185,"06","Hessen","Offenbach","Offenbach",118270,34281,0,26098,11182,14739,28.9853724528621,22.0664581043375,9.45463769341338,12.4621628477213,"DEBKGNU5000000BL",2021-10-04,9,2,"DE71","Darmstadt",4.45,50700,c(483225.700165584, 5550063.90495986)
"46",46,"MSV Duisburg","Duisburg","https://de.wikipedia.org/wiki/MSV%20Duisburg","MSV Duisburg , Duisburg","2. Juni 1902","31.418","10.463 (Stand: 1. Juli 2025)[2]",31418,10463,"2. Juni 1902","2","06","1902","1902-06-2",1902-06-02,116,115,"05","Nordrhein-Westfalen","Duisburg I","Duisburg I",89872,21686,0,28825,8203,10991,24.1298735980061,32.0733932704291,9.12742567206694,12.2296154530888,"DEBKGNU5000000BT",2021-10-04,9,2,"DEA1","Düsseldorf",5.175,40400,c(345508.739648363, 5697663.37167398)
"47",47,"RasenBallsport Leipzig","Leipzig","https://de.wikipedia.org/wiki/RB%20Leipzig","RasenBallsport Leipzig , Leipzig","19. Mai 2009","47.069","rund 1.100 (März 2024)(davon 23 stimmberechtigte Mitglieder)",47069,1100,"19. Mai 2009","19","05","2009","2009-05-19",2009-05-19,9,152,"14","Sachsen","Leipzig I","Leipzig I",121573,27689,0,15640,23214,27705,22.7756162963816,12.8646985761641,19.0947003035213,22.7887771133393,"DEBKGNU5000000C4",2021-10-04,9,2,"DED5","Leipzig",5.45,32000,c(732620.378683386, 5693413.2112532)
"48",48,"Rot-Weiss Essen","Essen","https://de.wikipedia.org/wiki/Rot-Weiss%20Essen","Rot-Weiss Essen , Essen","1. Februar 1907 (als SV Vogelheim)","20.100","13.239 (Stand: 1. Mai 2025)[2]",20100,13239,"1. Februar 1907","1","02","1907","1907-02-1",1907-02-01,111,119,"05","Nordrhein-Westfalen","Essen II","Essen II",78236,16811,0,25158,7288,12725,21.4875504882663,32.1565519709597,9.31540467304054,16.2648908430901,"DEBKGNU5000000BT",2021-10-04,9,2,"DEA1","Düsseldorf",5.175,40400,c(366930.870050404, 5701447.40670954)
"49",49,"Rot-Weiss Oberhausen","Oberhausen","https://de.wikipedia.org/wiki/Rot-Wei%C3%9F%20Oberhausen","Rot-Weiss Oberhausen , Oberhausen","18. Dezember 1904","17.165[2]","1940 (Stand: Ende März 2025)[1]",17165,1940,"18. Dezember 1904","18","12","1904","1904-12-18",1904-12-18,114,117,"05","Nordrhein-Westfalen","Oberhausen – Wesel III","Oberhausen  Wesel III",108336,26402,0,35916,9500,14764,24.3704770344115,33.1524147097918,8.7690149165559,13.6279722345296,"DEBKGNU5000000BT",2021-10-04,9,2,"DEA1","Düsseldorf",5.175,40400,c(350853.294784907, 5706949.25503407)
"50",50,"SC Freiburg","Freiburg","https://de.wikipedia.org/wiki/SC%20Freiburg","SC Freiburg , Freiburg","1904[1]","34.700","75.000 (Stand: 1. Juli 2025)[2]",34700,75000,"1904[1]","19","01","1904","1904-01-19",1904-01-19,114,281,"08","Baden-Württemberg","Freiburg","Freiburg",119108,32289,0,21946,13922,10382,27.1090103099708,18.425294690533,11.6885515666454,8.71645901198912,"DEBKGNU5000000B8",2021-10-04,9,2,"DE13","Freiburg",3.45,37500,c(417354.552185286, 5315696.4186064)
"51",51,"SC Paderborn 07","Paderborn","https://de.wikipedia.org/wiki/SC%20Paderborn%2007","SC Paderborn 07 , Paderborn","1907 (erster Vorgängerverein)1985 (durch Fusion)","15.000","9.507 (Stand: 1. Juli 2025)[1]",15000,9507,"1907","19","01","1907","1907-01-19",1907-01-19,111,137,"05","Nordrhein-Westfalen","Paderborn – Gütersloh III","Paderborn  Gütersloh III",132649,52237,0,25492,9343,14928,39.379867168241,19.217634509118,7.04340025179232,11.2537599228038,"DEBKGNU5000000BW",2021-10-04,9,2,"DEA4","Detmold",5.53333333333333,37000,c(480595.101574101, 5730576.30304917)
"52",52,"SC Preussen Münster","Münster","https://de.wikipedia.org/wiki/Preu%C3%9Fen%20M%C3%BCnster","SC Preussen Münster , Münster","30. April 1906(als FC Preußen 1906)","12.422 (im Umbau)[2]","13.000 (Stand: 10. Juni 2025)[1]",12422,13000,"30. April 1906","30","04","1906","1906-04-30",1906-04-30,112,129,"05","Nordrhein-Westfalen","Münster","Münster",107667,32037,0,23499,12301,6359,29.7556354314693,21.8256290228204,11.4250420277337,5.90617366509701,"DEBKGNU5000000BV",2021-10-04,9,2,"DEA3","Münster",4.675,32700,c(405491.792164059, 5754261.21918927)
"53",53,"SG Dynamo Dresden","Dresden","https://de.wikipedia.org/wiki/Dynamo%20Dresden","SG Dynamo Dresden , Dresden","12. April 1953","32.249[3]","34.146 (Stand: 30. Juni 2025)[2]",32249,34146,"12. April 1953","12","04","1953","1953-04-12",1953-04-12,65,159,"14","Sachsen","Dresden I","Dresden I",126895,28968,0,13219,21670,32814,22.8283226289452,10.417274124276,17.0771109972812,25.8591749083888,"DEBKGNU5000000C2",2021-10-04,9,2,"DED2","Dresden",6.825,30300,c(832468.897712483, 5664567.68967277)
"54",54,"SG Sonnenhof Grossaspach","Grossaspach","https://de.wikipedia.org/wiki/SG%20Sonnenhof%20Gro%C3%9Faspach","SG Sonnenhof Grossaspach , Grossaspach","25. August 1994","10.001","864 (10. August 2017)[1]",10001,864,"25. August 1994","25","08","1994","1994-08-25",1994-08-25,24,269,"08","Baden-Württemberg","Backnang – Schwäbisch Gmünd","Backnang  Schwäbisch Gmünd",101323,34861,0,17008,6171,15408,34.405811118897,16.7859222486504,6.09042369452148,15.2068138527284,"DEBKGNU5000000B6",2021-10-04,9,2,"DE11","Stuttgart",3.525,51800,c(528808.308084481, 5425331.30312594)
"55",55,"SSV Jahn 2000 Regensburg","Regensburg","https://de.wikipedia.org/wiki/SSV%20Jahn%20Regensburg","SSV Jahn 2000 Regensburg , Regensburg","4. Oktober 1907(Fußballabteilung des TB Jahn Regensburg)26. Mai 2000(Abspaltung der Fußballabteilung)[1]","15.210","5000 (Stand: Februar 2024)[2]",15210,5000,"4. Oktober 1907","4","10","1907","1907-10-4",1907-10-04,111,233,"09","Bayern","Regensburg","Regensburg",122438,44629,44629,18411,8954,17518,36.4502850422255,15.0369983175158,7.3130890736536,14.3076495859129,"DEBKGNU5000000BC",2023-12-06,9,2,"DE23","Oberpfalz",2.05,41900,c(727373.427833221, 5431073.76846062)
"56",56,"SV 1916 Sandhausen","Sandhausen","https://de.wikipedia.org/wiki/SV%20Sandhausen","SV 1916 Sandhausen , Sandhausen","1. August 1916","15.414","950 (10. Juni 2021)[1]",15414,950,"1. August 1916","1","08","1916","1916-08-1",1916-08-01,102,277,"08","Baden-Württemberg","Rhein-Neckar","Rhein-Neckar",114790,37163,0,21559,7620,16303,32.3747713215437,18.7812527223626,6.63820890321457,14.2024566599878,"DEBKGNU5000000B7",2021-10-04,9,2,"DE12","Karlsruhe",3.85,43500,c(474497.954543163, 5464465.83087477)
"57",57,"SV Babelsberg 03","Potsdam","https://de.wikipedia.org/wiki/SV%20Babelsberg%2003","SV Babelsberg 03 , Potsdam","1. Oktober 1903 / 10. Dezember 1991","10.787","1.350 (Stand: Februar 2023)[1]",10787,1350,"1. Oktober 1903 / 10. Dezember 1991","1","10","1903","1903-10-1",1903-10-01,115,61,"12","Brandenburg","Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II","Potsdam  Potsdam-Mittelmark II  Teltow-Fläming II",140103,33596,0,25842,25686,20524,23.9795007958431,18.445001177705,18.333654525599,14.6492223578367,"DEBKGNU5000000BI",2021-10-04,9,2,"DE40","Brandenburg",6.15,28300,c(776106.825015557, 5813387.1325835)
"58",58,"SV Darmstadt 98","Darmstadt","https://de.wikipedia.org/wiki/SV%20Darmstadt%2098","SV Darmstadt 98 , Darmstadt","22. Mai 1898","17.810[2]","15.000 (Stand: Dezember 2024)[1]",17810,15000,"22. Mai 1898","22","05","1898","1898-05-22",1898-05-22,120,186,"06","Hessen","Darmstadt","Darmstadt",136761,35874,0,31098,14789,14449,26.2311623927874,22.7389387325334,10.8137553834792,10.5651464964427,"DEBKGNU5000000BL",2021-10-04,9,2,"DE71","Darmstadt",4.45,50700,c(476554.346636078, 5525916.45187602)
"59",59,"SV Meppen","Meppen","https://de.wikipedia.org/wiki/SV%20Meppen","SV Meppen , Meppen","29. November 1912(als Fußballclub Amisia Meppen)","13.241[1]","2050 (Stand: 28. November 2023)[2]",13241,2050,"29. November 1912","29","11","1912","1912-11-29",1912-11-29,106,31,"03","Niedersachsen","Mittelems","Mittelems",149907,73906,0,35738,6865,8354,49.3012334313941,23.8401142041399,4.57950596036209,5.57278846217988,"DEBKGNU5000000BS",2021-10-04,9,2,"DE94","Weser-Ems",4.16666666666667,34800,c(387831.088771932, 5839766.08715573)
"60",60,"SV Waldhof Mannheim","Mannheim","https://de.wikipedia.org/wiki/SV%20Waldhof%20Mannheim","SV Waldhof Mannheim , Mannheim","11. April 1907","24.302","2463 (13. September 2020)[2]",24302,2463,"11. April 1907","11","04","1907","1907-04-11",1907-04-11,111,275,"08","Baden-Württemberg","Mannheim","Mannheim",97459,24502,0,21184,9597,14008,25.1408284509383,21.7363198883633,9.84721780441006,14.3732236119804,"DEBKGNU5000000B7",2021-10-04,9,2,"DE12","Karlsruhe",3.85,43500,c(462830.402094724, 5486752.86701066)
"61",61,"SV Wehen 1926 Wiesbaden","Wehen","https://de.wikipedia.org/wiki/SV%20Wehen%20Wiesbaden","SV Wehen 1926 Wiesbaden , Wehen","1. Januar 1926(als SV Wehen 1926)","12.500","657 (1. Juli 2023)[1]",12500,657,"1. Januar 1926","1","01","1926","1926-01-1",1926-01-01,92,178,"06","Hessen","Rheingau-Taunus – Limburg","Rheingau-Taunus  Limburg",118924,38763,0,25311,8380,15114,32.5947664054354,21.2833406209007,7.04651710336013,12.708956980929,"DEBKGNU5000000BL",2021-10-04,9,2,"DE71","Darmstadt",4.45,50700,c(441676.537845013, 5555887.58801063)
"62",62,"SpVgg Greuther Fürth","Fürth","https://de.wikipedia.org/wiki/SpVgg%20Greuther%20F%C3%BCrth","SpVgg Greuther Fürth , Fürth","23. September 1903(als SpVgg Fürth)","16.626","2628 (Stand: November 2022)[1]",16626,2628,"23. September 1903","23","09","1903","1903-09-23",1903-09-23,115,243,"09","Bayern","Fürth","Fürth",134006,45276,45276,25645,11344,16657,33.7865468710356,19.1372028118144,8.46529259883886,12.4300404459502,"DEBKGNU5000000BE",2021-10-04,9,2,"DE25","Mittelfranken",2.8,44100,c(644511.520522245, 5485043.90432246)
"63",63,"SpVgg Unterhaching","Unterhaching","https://de.wikipedia.org/wiki/SpVgg%20Unterhaching","SpVgg Unterhaching , Unterhaching","1. Januar 1925","15.053","1000 (3. August 2018)[1]",15053,1000,"1. Januar 1925","1","01","1925","1925-01-1",1925-01-01,93,221,"09","Bayern","München-Land","München-Land",117592,41957,41957,17245,6561,11946,35.6801483094088,14.6651132730118,5.57946118783591,10.1588543438329,"DEBKGNU5000000BA",2021-10-04,9,2,"DE21","Oberbayern",2.8,57900,c(694454.56472216, 5326957.07181835)
"64",64,"Sportfreunde Lotte","Lotte","https://de.wikipedia.org/wiki/Sportfreunde%20Lotte","Sportfreunde Lotte , Lotte","1929","10.059","1200 (Stand 2020)",10059,1200,"1929","19","01","1929","1929-01-19",1929-01-19,89,128,"05","Nordrhein-Westfalen","Steinfurt III","Steinfurt III",115766,42028,0,33003,7791,8607,36.304268956343,28.5083703332585,6.72995525456524,7.43482542369953,"DEBKGNU5000000BV",2021-10-04,9,2,"DEA3","Münster",4.675,32700,c(426278.288078523, 5791779.87380193)
"65",65,"Stuttgarter Kickers","Stuttgart","https://de.wikipedia.org/wiki/Stuttgarter%20Kickers","Stuttgarter Kickers , Stuttgart","21. September 1899","11.408","3.572 (Stand: 18. November 2024)",11408,3572,"21. September 1899","21","09","1899","1899-09-21",1899-09-21,119,258,"08","Baden-Württemberg","Stuttgart I","Stuttgart I",98953,26593,0,15509,10059,7948,26.8743747031419,15.673097329035,10.1654320738128,8.0320960455974,"DEBKGNU5000000B6",2021-10-04,9,2,"DE11","Stuttgart",3.525,51800,c(513634.838155426, 5399451.38548077)
"66",66,"TSG 1899 Hoffenheim","Hoffenheim","https://de.wikipedia.org/wiki/TSG%201899%20Hoffenheim","TSG 1899 Hoffenheim , Hoffenheim","1. Juli 1899 (als TV Hoffenheim)1920 (als FV Hoffenheim)","30.150","11.500 (1. Juli 2025)[1]",30150,11500,"1. Juli 1899","1","07","1899","1899-07-1",1899-07-01,119,277,"08","Baden-Württemberg","Rhein-Neckar","Rhein-Neckar",114790,37163,0,21559,7620,16303,32.3747713215437,18.7812527223626,6.63820890321457,14.2024566599878,"DEBKGNU5000000B7",2021-10-04,9,2,"DE12","Karlsruhe",3.85,43500,c(488542.837933654, 5458380.51027369)
"67",67,"TSV 1860 München","München","https://de.wikipedia.org/wiki/TSV%201860%20M%C3%BCnchen","TSV 1860 München , München","17. Mai 1860","15.000","27.000 (Stand: 12. Juni 2024)[1]",15000,27000,"17. Mai 1860","17","05","1860","1860-05-17",1860-05-17,158,219,"09","Bayern","München-Süd","München-Süd",97589,27052,27052,16873,9256,9302,27.7203373331011,17.2898584881493,9.48467552695488,9.53181198700673,"DEBKGNU5000000BA",2021-10-04,9,2,"DE21","Oberbayern",2.8,57900,c(690935.384218673, 5330695.48472042)
"68",68,"VfB Lübeck","Lübeck","https://de.wikipedia.org/wiki/VfB%20L%C3%BCbeck","VfB Lübeck , Lübeck","28. August 1919[1]","10.434","1.819 (Stand: 4. Juli 2025)[2]",10434,1819,"28. August 1919[1]","28","08","1919","1919-08-28",1919-08-28,99,11,"01","Schleswig-Holstein","Lübeck","Lübeck",97178,27511,0,25353,9508,9407,28.3099055341744,26.0892383049661,9.78410751404639,9.68017452509827,"DEBKGNU5000000C6",2021-10-04,9,2,"DEF0","Schleswig-Holstein",4.475,32100,c(610782.137124663, 5969977.9207998)
"69",69,"VfB Oldenburg","Oldenburg","https://de.wikipedia.org/wiki/VfB%20Oldenburg","VfB Oldenburg , Oldenburg","17. Oktober 1897","15.200","665[1]",15200,665,"17. Oktober 1897","17","10","1897","1897-10-17",1897-10-17,121,27,"03","Niedersachsen","Oldenburg – Ammerland","Oldenburg  Ammerland",134877,40207,0,35923,13149,10351,29.8101232975229,26.6338960682696,9.74888231499811,7.67439963818887,"DEBKGNU5000000BS",2021-10-04,9,2,"DE94","Weser-Ems",4.16666666666667,34800,c(448944.604238083, 5888629.11696573)
"70",70,"VfB Stuttgart","Stuttgart","https://de.wikipedia.org/wiki/VfB%20Stuttgart","VfB Stuttgart , Stuttgart","9. September 1893 (FV Stuttgart)September 1897 (Kronenklub Cannstatt)2. April 1912 (Fusion zum VfB Stuttgart)","60.058","126.000 (Stand: 1. Juli 2025)[1]",60058,126000,"9. September 1893","9","09","1893","1893-09-9",1893-09-09,125,259,"08","Baden-Württemberg","Stuttgart II","Stuttgart II",94824,26057,0,17033,9324,11187,27.4793301273939,17.9627520458956,9.832953682612,11.7976461655277,"DEBKGNU5000000B6",2021-10-04,9,2,"DE11","Stuttgart",3.525,51800,c(515995.538358058, 5405482.90369696)
"71",71,"VfL Bochum","Bochum","https://de.wikipedia.org/wiki/VfL%20Bochum","VfL Bochum , Bochum","29. Juli 1949","26.000","32.000 (Stand: 1. Juli 2025)[1]",26000,32000,"29. Juli 1949","29","07","1949","1949-07-29",1949-07-29,69,140,"05","Nordrhein-Westfalen","Bochum I","Bochum I",104710,24368,0,31203,11609,11352,23.2718938019291,29.7994460891987,11.0868111928183,10.8413714067424,"DEBKGNU5000000BX",2021-10-04,9,2,"DEA5","Arnsberg",5.675,33900,c(377614.160718129, 5705929.16797232)
"72",72,"VfL Borussia Mönchengladbach","Mönchengladbach","https://de.wikipedia.org/wiki/Borussia%20M%C3%B6nchengladbach","VfL Borussia Mönchengladbach , Mönchengladbach","1. August 1900(als FK Borussia 1900)","54.042[2](max. Kapazität: 59.724)","106.500 (Stand: 1. Juli 2025)[1]",54042,106500,"1. August 1900","1","08","1900","1900-08-1",1900-08-01,118,109,"05","Nordrhein-Westfalen","Mönchengladbach","Mönchengladbach",98841,33382,0,24223,7717,10274,33.7734341012333,24.5070365536569,7.80748879513562,10.3944719296648,"DEBKGNU5000000BT",2021-10-04,9,2,"DEA1","Düsseldorf",5.175,40400,c(320808.644596637, 5674604.24310339)
"73",73,"VfL Osnabrück","Osnabrück","https://de.wikipedia.org/wiki/VfL%20Osnabr%C3%BCck","VfL Osnabrück , Osnabrück","17. April 1899 (als FC 1899 Osnabrück)","15.741 (max. Kapazität: 16.098)","8785 (Stand: 1. Januar 2025)[1]",15741,8785,"17. April 1899","17","04","1899","1899-04-17",1899-04-17,119,39,"03","Niedersachsen","Stadt Osnabrück","Stadt Osnabrück",115289,39790,0,29606,10103,7947,34.5132666603058,25.6798133386533,8.76319510100704,6.89311209222042,"DEBKGNU5000000BS",2021-10-04,9,2,"DE94","Weser-Ems",4.16666666666667,34800,c(436607.36342388, 5792627.03744451)
"74",74,"VfL Wolfsburg","Wolfsburg","https://de.wikipedia.org/wiki/VfL%20Wolfsburg","VfL Wolfsburg , Wolfsburg","12. September 1945(VfL Wolfsburg e. V.)16. Januar 2001(VfL Wolfsburg-Fußball GmbH)","28.917",NA,28917,NA,"12. September 1945","12","09","1945","1945-09-12",1945-09-12,73,51,"03","Niedersachsen","Helmstedt – Wolfsburg","Helmstedt  Wolfsburg",104670,34840,0,31827,7294,12294,33.2855641540078,30.4069934078533,6.96856788000382,11.7454858125537,"DEBKGNU5000000BP",2021-10-04,9,2,"DE91","Braunschweig",5.775,46500,c(622832.042384891, 5810900.74027588)
"75",75,"VfR Aalen","Aalen","https://de.wikipedia.org/wiki/VfR%20Aalen","VfR Aalen , Aalen","8. März 1921","14.500","1.100 (Stand: April 2021)[1]",14500,1100,"8. März 1921","8","03","1921","1921-03-8",1921-03-08,97,270,"08","Baden-Württemberg","Aalen – Heidenheim","Aalen  Heidenheim",127561,47945,0,24230,7315,16499,37.585939276111,18.9948338442,5.7345113318334,12.9342040278769,"DEBKGNU5000000B6",2021-10-04,9,2,"DE11","Stuttgart",3.525,51800,c(578750.369103858, 5410236.34032853)
"76",76,"Werder Bremen","Bremen","https://de.wikipedia.org/wiki/Werder%20Bremen","Werder Bremen , Bremen","4. Februar 1899(als Fußball-Verein „Werder“ von 1899)","42.100","62.500 (Stand: 1. Juli 2025)[1]",42100,62500,"4. Februar 1899","4","02","1899","1899-02-4",1899-02-04,119,54,"04","Bremen","Bremen I","Bremen I",133955,32740,0,33748,19873,12519,24.4410436340562,25.1935351423986,14.8355791123885,9.34567578664477,"DEBKGNU5000000BJ",2021-10-04,9,2,"DE50","Bremen",4.35,47600,c(489382.979539417, 5880262.072998)
"77",77,"Werder Bremen II","Bremen","https://de.wikipedia.org/wiki/Werder%20Bremen","Werder Bremen II , Bremen","4. Februar 1899(als Fußball-Verein „Werder“ von 1899)","42.100","62.500 (Stand: 1. Juli 2025)[1]",42100,62500,"4. Februar 1899","4","02","1899","1899-02-4",1899-02-04,119,54,"04","Bremen","Bremen I","Bremen I",133955,32740,0,33748,19873,12519,24.4410436340562,25.1935351423986,14.8355791123885,9.34567578664477,"DEBKGNU5000000BJ",2021-10-04,9,2,"DE50","Bremen",4.35,47600,c(489382.979539417, 5880262.072998)
"78",78,"Wuppertaler SV","Wuppertal","https://de.wikipedia.org/wiki/Wuppertaler%20SV","Wuppertaler SV , Wuppertal","8. Juli 1954","23.067[1]","1700 (Stand: 2017)",23067,1700,"8. Juli 1954","8","07","1954","1954-07-8",1954-07-08,64,54,"04","Bremen","Bremen I","Bremen I",133955,32740,0,33748,19873,12519,24.4410436340562,25.1935351423986,14.8355791123885,9.34567578664477,"DEBKGNU5000000BJ",2021-10-04,9,2,"DE50","Bremen",4.35,47600,c(490105.736384895, 5878701.39837112)
"79",79,"Würzburger Kickers","Würzburg","https://de.wikipedia.org/wiki/W%C3%BCrzburger%20Kickers","Würzburger Kickers , Würzburg","17. November 1907","13.090[3]","1400 (Stand: 1. Juli 2020)[2]",13090,1400,"17. November 1907","17","11","1907","1907-11-17",1907-11-17,111,54,"04","Bremen","Bremen I","Bremen I",133955,32740,0,33748,19873,12519,24.4410436340562,25.1935351423986,14.8355791123885,9.34567578664477,"DEBKGNU5000000BJ",2021-10-04,9,2,"DE50","Bremen",4.35,47600,c(490105.736384895, 5878701.39837112)
